[3.083340,3.141593]
[1.237436,2.149400]
[0.866591,-1.940493]
[3.413458,-0.752146]
[2.387264,0.996241]
[1.701428,-1.299768]
[2.319541,-1.441900]
[1.050493,0.894407]
[2.285660,1.920401]
[2.536743,-2.359724]
[4.582959,-0.178153]
[1.850818,-0.090798]
[2.209801,2.092321]
[4.065056,-1.022495]
[2.621666,-2.006825]
[4.334667,2.031623]
[3.906700,-0.017771]
[2.516269,-1.572144]
[3.635463,0.325222]
[2.906766,-1.503621]
[4.332366,-2.442947]
[2.803420,0.680748]
[4.704763,0.015677]
[2.051657,-2.791055]
[1.747310,-2.801954]
[5.527012,-1.287180]
[3.055652,2.413579]
[3.449350,0.755402]
[5.825885,-1.047573]
[2.225815,-2.430096]
[5.536537,2.095001]
[1.928322,-1.258930]
[3.013946,-0.537140]
[2.855679,-0.199094]
[3.726190,-2.553919]
[2.319598,2.779670]
[3.629090,0.236824]
[3.004862,0.279475]
[2.802683,-1.940527]
[0.147506,-2.895478]
[2.239683,1.180391]
[5.955210,-1.894346]
[1.804939,-2.059042]
[2.816081,0.869612]
[6.563725,0.358365]
[4.337149,-0.488921]
[6.579274,-2.381146]
[2.945256,-2.179938]
[5.473544,1.042405]
[4.863082,-1.431093]
[1.957804,3.083180]
[4.091697,-0.438931]
[1.658200,2.843084]
[2.143463,-0.807840]
[6.668201,-1.177470]
[3.338105,2.224508]
[9.871078,2.201351]
[5.941583,-1.243323]
[7.569740,-1.114484]
[4.033957,-2.448453]
[1.294753,-0.816851]
[9.203644,0.584324]
[6.904225,-0.513008]
[8.422066,-2.774889]
[10.907231,3.009435]
[6.401400,-1.358774]
[11.469463,0.007579]
[4.073999,2.293969]
[6.846117,-1.051077]
[11.829852,-1.968183]
[6.106354,2.210109]
[6.255690,2.106425]
[2.017343,2.932384]
[7.275118,-0.388281]
[11.724800,-1.307873]
[7.893492,-2.184785]
[9.166541,1.160186]
[10.023957,-0.279383]
[10.218368,-2.657381]
[10.326797,1.681166]
[9.018037,-0.668176]
[13.814817,-0.787543]
[6.388164,2.366019]
[9.315619,2.013471]
[23.227298,-2.308846]
[12.745204,-2.988035]
[23.636911,-0.466647]
[12.677258,-0.643522]
[11.620466,0.740105]
[12.612667,2.484285]
[14.522596,-2.231607]
[16.652553,-0.280040]
[16.819846,1.251790]
[11.915524,1.969502]
[17.853926,0.277780]
[11.396091,-2.867440]
[22.062957,0.383782]
[41.439425,-1.837830]
[29.850791,2.443658]
[45.472411,-0.850992]
[12.129738,1.458331]
[35.996130,-1.340480]
[38.845545,0.406561]
[8.277581,-1.494106]
[15.432747,-1.097077]
[17.717990,-1.686995]
[43.916150,0.305815]
[22.653661,1.900300]
[12.763739,1.453499]
[31.747072,-2.210518]
[19.723049,0.525980]
[27.376228,2.523768]
[20.682227,0.076200]
[34.158028,2.898719]
[23.480192,-1.872507]
[27.674937,0.460113]
[19.396360,2.806335]
[8.197558,0.753856]
[23.050968,1.619860]
[26.666062,-3.035569]
[3.542799,-2.736334]
[12.655688,-0.771757]
[14.041319,-0.021445]
[30.057725,1.635082]
[13.859387,1.696162]
[15.430089,-2.056859]
[7.413151,0.082020]
[19.931242,1.988759]
[4.434510,-0.431946]
[13.541096,-0.211262]
[17.376489,2.120408]
[9.155673,2.797278]
[11.742778,-0.235326]
[9.802320,0.039870]
[15.066029,2.132470]
[6.539385,2.086259]
[7.268142,-0.379202]
[5.515354,0.247708]
[7.967264,2.651675]
[9.566389,0.287918]
[11.322547,0.929673]
[5.556677,2.935050]
[1.757711,1.374181]
[10.410926,-1.048261]
[7.493581,2.329508]
[9.750665,1.027746]
[4.679741,1.009877]
[1.234554,2.781765]
[3.191423,1.642601]
[1.802973,-0.500869]
[4.899772,0.122430]
[9.455990,1.172725]
[0.995540,-2.476878]
[3.142333,2.316466]
[10.565469,0.662361]
[5.227143,-1.527273]
[1.548076,1.569085]
[6.258519,0.108639]
[2.232997,-1.640024]
[3.146770,-2.726413]
[5.481960,-0.041103]
[3.323764,-0.016078]
[3.959296,2.425889]
[2.050474,-0.962466]
[1.819033,-0.415689]
[1.659622,2.129805]
[2.030675,1.092060]
[3.055491,-2.444261]
[5.336664,1.022418]
[2.927387,0.373698]
[6.918243,-2.570022]
[5.010791,0.996322]
[5.044839,0.177669]
[4.049613,3.102744]
[0.858671,-2.260595]
[3.887242,0.167688]
[1.676897,1.137798]
[1.152705,-3.140824]
[3.181141,-0.280834]
[3.994260,1.672487]
[1.794261,1.464988]
[4.064583,-2.084594]
[2.235077,0.853713]
[5.975273,0.947357]
[3.113581,-2.130543]
[1.896575,-2.803235]
[5.841088,0.917442]
[2.554997,0.406738]
[1.345008,-1.462972]
[3.069636,-0.318467]
[3.785183,1.920195]
[1.835716,1.057832]
[3.048562,-1.339479]
[3.668648,0.339648]
[1.451597,0.316711]
[1.909868,-0.113529]
[0.249425,-2.282373]
[1.489941,-2.027791]
[1.556106,-2.875079]
[2.479091,1.134516]
[2.434335,-0.590721]
[1.539877,-0.697419]
[1.538018,1.882538]
[0.381045,-1.028020]
[0.921658,1.473739]
[1.603488,0.135234]
[2.581546,1.615005]
[2.142557,0.374679]
[3.368369,-1.648092]
[2.736374,1.934008]
[3.920979,0.416196]
[4.225886,-0.836291]
[1.773663,-3.103162]
[1.676985,2.355900]
[1.513536,0.848699]
[1.207346,0.815133]
[2.369993,-1.082293]
[1.924627,-0.640342]
[3.691128,2.403439]
[1.384659,1.387031]
[2.557762,-0.769638]
[2.821905,0.042130]
[3.068968,2.947943]
[0.381873,0.358279]
[1.040384,-0.272227]
[1.404152,0.485343]
[0.828261,1.710971]
[2.968187,-0.992318]
[0.855073,-0.125678]
[3.306689,1.726733]
[1.408664,-0.506801]
[2.933371,-1.432938]
[2.009999,1.091960]
[1.157630,0.516228]
[3.076930,0.685822]
[1.032740,0.330773]
[2.609383,2.872898]
[1.570802,0.844138]
[2.256580,0.171733]
[0.493342,2.487552]
[0.424405,-1.119569]
[0.977310,2.900029]
[3.307286,1.289166]
[2.479797,0.313435]
[1.650235,-2.047492]
[0.492944,0.106515]
[3.209295,0.886143]
[1.494751,2.234115]
[1.069994,0.446773]
[1.329344,-1.558464]
[2.502555,2.438849]
[2.273860,0.335074]
[2.146643,0.812636]
[0.713140,-2.449775]
[1.501221,-1.723304]
[3.276900,1.610859]
[1.153713,-0.380175]
[2.373767,-1.395029]
[1.925211,2.010910]
[4.081112,1.444309]
[2.740788,-1.636011]
[1.516698,-0.300880]
[3.163532,0.405075]
[3.938813,2.694738]
[1.099802,-1.555454]
[3.321408,0.045194]
[3.180206,2.291517]
[2.854704,2.266937]
[3.353904,-0.165567]
[4.239468,0.696240]
[0.923323,-0.584037]
[5.664729,-2.545072]
[4.172731,2.015919]
[7.509217,0.360191]
[1.837426,0.436124]
[1.512279,-2.448527]
[0.754665,-1.773942]
[1.758127,0.540076]
[0.364368,2.820564]
[1.106750,-0.400875]
[2.354983,0.405096]
[3.118709,0.336618]
[3.391513,-2.593022]
[2.836555,-2.787437]
[6.313539,0.280243]
[4.351690,1.057284]
[3.515151,-2.024000]
[3.062144,-2.023970]
[0.106853,2.138016]
[5.151866,1.185333]
[3.509462,0.306664]
[4.356640,-1.456217]
[3.922874,1.768317]
[3.950805,2.222267]
[3.940036,-0.635803]
[3.983238,-1.024527]
[2.516273,0.268818]
[4.499367,2.202460]
[4.658718,0.713232]
[6.251657,-1.183148]
[3.934561,1.901425]
[6.145159,1.790332]
[6.915173,-0.204920]
[4.760946,-0.668852]
[3.830895,-2.552484]
[2.972762,-2.868516]
[6.205734,0.318672]
[8.400208,0.666499]
[1.154346,-2.415572]
[2.791209,-2.716351]
[5.055427,-0.468101]
[3.024844,-2.755426]
[3.916034,-1.536644]
[2.779056,0.563674]
[5.207209,1.376834]
[6.473274,0.421698]
[8.494432,-1.496012]
[3.550610,-3.046835]
[12.089536,1.374035]
[4.775326,1.665195]
[13.768650,-1.478370]
[8.207097,-1.110099]
[6.816224,2.545684]
[11.615729,1.052150]
[17.834971,0.399588]
[6.355728,-1.374496]
[13.340589,-3.063577]
[6.947446,-2.186651]
[11.863028,-0.250876]
[10.081001,0.054964]
[9.670091,1.818697]
[6.184640,-0.778696]
[6.071271,-0.179555]
[14.592487,-0.182716]
[5.166900,-3.019832]
[7.279414,2.943884]
[8.732690,1.842242]
[11.689208,-0.368422]
[18.557864,-1.297595]
[1.669098,-1.633988]
[10.146991,0.369025]
[8.013302,0.071763]
[9.873773,-2.205681]
[10.074831,0.272082]
[15.664135,-0.082737]
[12.224080,-0.225336]
[23.487508,0.500521]
[22.454796,2.737879]
[13.030594,2.794697]
[26.690122,-1.202703]
[8.674400,-1.108978]
[39.096580,-0.704233]
[21.850920,-0.389143]
[34.901279,0.867897]
[43.572161,-1.117614]
[42.316228,1.685420]
[18.981125,-0.834747]
[30.381926,1.192660]
[23.802366,-1.398612]
[37.451514,0.913376]
[30.061023,-0.452598]
[48.187229,2.192186]
[22.639220,0.201087]
[36.364227,1.017255]
[37.637750,3.139538]
[15.584660,-1.469471]
[23.828719,0.154757]
[15.774843,2.846335]
[6.412307,1.675314]
[18.498153,2.839198]
[27.727846,-2.038908]
[37.206781,-0.271762]
[31.861787,2.270621]
[31.776634,-2.124908]
[24.129141,0.273096]
[31.107472,2.035715]
[35.803181,-2.530735]
[17.473721,-0.854983]
[12.863962,0.444943]
[18.543218,2.716675]
[16.748607,-2.652154]
[13.257142,-0.018209]
[14.715712,1.753394]
[16.674285,-2.920819]
[10.210254,-2.288160]
[11.552115,2.049692]
[11.209997,1.814110]
[9.242269,-2.286301]
[4.639685,-1.733433]
[12.157017,2.231144]
[13.928260,1.681598]
[2.118374,-1.580500]
[9.792357,-3.126099]
[12.041334,1.470658]
[4.887776,0.887015]
[3.364360,2.942785]
[2.053514,-1.608577]
[7.446136,1.377263]
[7.370026,2.298380]
[3.492022,0.615590]
[11.947584,-1.626971]
[12.403889,2.038991]
[9.471893,1.247699]
[7.019443,-3.087730]
[2.616371,-0.486550]
[7.280126,1.380363]
[4.261975,2.264678]
[5.308492,-2.592806]
[12.329168,0.854942]
[6.127328,1.920599]
[7.635735,3.076421]
[6.720153,-0.415966]
[6.800668,0.490172]
[4.633132,1.716633]
[3.876414,-1.832759]
[3.592720,-1.157924]
[4.580551,1.662675]
[4.508919,1.557806]
[9.311443,-1.187435]
[3.834244,1.908942]
[6.253623,2.144387]
[1.042956,-1.222152]
[5.018532,-1.583555]
[4.070610,2.369927]
[6.019003,2.157651]
[3.490295,0.500253]
[4.405714,-0.521835]
[5.999411,-3.105950]
[6.063686,2.448960]
[5.770361,0.150416]
[4.467401,-0.715418]
[7.989043,3.040549]
[4.294556,2.137468]
[4.639865,0.358783]
[1.927515,0.350404]
[4.216377,-3.092930]
[3.977133,2.817382]
[4.610093,0.560505]
[3.770410,2.818968]
[3.521497,3.135700]
[2.524997,0.297203]
[6.044234,1.197082]
[3.740731,2.412936]
[2.344177,-2.135459]
[4.207266,0.365939]
[4.691424,1.805524]
[1.436212,2.727438]
[0.663507,-1.732558]
[5.500645,1.373385]
[2.300801,1.687449]
[2.817776,-0.794087]
[1.226948,0.781317]
[2.613344,1.523729]
[1.579661,1.311299]
[1.977634,-2.414105]
[3.397613,1.555987]
[2.130526,-0.022531]
[1.066603,0.542259]
[0.833368,1.324088]
[0.808440,2.659988]
[0.561272,1.625045]
[1.942425,1.861050]
[0.560820,2.618912]
[0.482731,1.640923]
[3.918007,1.015275]
[2.023166,-1.345809]
[2.913286,2.985261]
[3.683844,0.865237]
[3.153730,-0.302580]
[1.973573,-3.017340]
[3.556867,2.017781]
[1.024972,-0.602633]
[1.663986,0.560269]
[1.387661,1.945997]
[1.078120,0.436425]
[1.990815,-1.769879]
[4.081058,1.508952]
[1.335304,1.755575]
[2.836558,-1.784157]
[1.985727,0.949040]
[3.500516,0.975939]
[1.709974,-2.757157]
[1.601884,-0.467364]
[1.663167,0.571969]
[1.418766,1.688007]
[1.308868,-3.096639]
[1.823678,0.843216]
[2.522710,0.521565]
[1.125455,-2.754180]
[1.266648,2.826599]
[0.747133,2.968481]
[0.158106,-1.395657]
[1.182121,-1.750183]
[2.508351,1.955221]
[1.390718,0.698101]
[1.813307,-2.087665]
[0.758796,-0.856391]
[0.903359,-0.492948]
[1.914926,2.694871]
[1.128254,1.447208]
[1.145435,-0.541031]
[1.073783,0.783780]
[0.561460,2.427948]
[1.461996,-0.074413]
[1.108140,-1.970945]
[2.104912,2.072531]
[0.989418,1.205660]
[0.933102,-1.641764]
[1.808509,-1.373628]
[0.982639,1.813783]
[3.540618,1.195098]
[2.520225,-1.617096]
[1.802462,-1.971692]
[2.734199,0.611245]
[2.072650,3.036470]
[1.494983,-2.354139]
[3.244679,0.148563]
[1.077456,1.044473]
[2.658282,-2.955828]
[3.871626,-0.860828]
[2.159510,-0.444328]
[4.210914,2.548430]
[1.198059,2.804375]
[2.956293,-0.633766]
[0.611135,1.686283]
[1.620888,3.073804]
[1.634467,0.980678]
[2.469099,-0.327758]
[1.393808,-2.414934]
[3.251686,2.959362]
[4.396766,1.782482]
[4.608861,0.022732]
[2.329405,-0.482892]
[0.646814,2.212214]
[2.940506,-1.812516]
[3.667634,-2.046423]
[5.370246,1.423026]
[5.835212,0.683817]
[7.335254,-1.641238]
[3.082708,-2.621576]
[4.301891,1.518288]
[1.963854,-0.593065]
[4.323820,-1.226665]
[1.217097,0.315373]
[3.698593,2.308636]
[2.244682,-2.777826]
[4.003378,-0.784896]
[3.719729,1.014515]
[2.760448,2.596852]
[2.418022,-2.754164]
[4.068024,-0.995620]
[0.608206,-0.196759]
[1.135030,1.532286]
[1.555301,-1.112859]
[1.202996,1.886875]
[7.527437,0.974888]
[6.392260,-2.529137]
[2.285029,-1.765033]
[5.351272,0.438123]
[2.517664,1.361333]
[2.494637,2.894325]
[5.969873,-0.361197]
[2.273564,-2.422228]
[3.903897,2.003576]
[1.914904,-1.529823]
[3.110553,0.467374]
[4.340446,0.836850]
[9.157312,-1.416838]
[10.365348,-2.151018]
[8.768928,1.134992]
[5.664886,1.431365]
[4.577346,2.057873]
[8.795310,-0.803869]
[8.717832,-2.383510]
[8.229309,2.107528]
[8.425896,-1.123960]
[6.259188,-0.016381]
[6.896928,2.377849]
[3.274477,-0.313088]
[6.415619,-2.454718]
[5.013106,1.467133]
[3.728321,1.122052]
[10.276392,-3.092715]
[8.871639,-0.864673]
[12.861500,-0.549650]
[5.348426,2.191277]
[9.678996,1.969385]
[11.322840,1.354671]
[10.826418,2.185951]
[5.916072,-1.921884]
[20.071403,-1.187374]
[16.455055,0.061786]
[5.399238,0.758806]
[15.091479,2.359558]
[6.102949,-1.673291]
[19.585852,-0.426778]
[19.537020,-0.708893]
[10.542957,2.319603]
[4.888760,-0.415593]
[18.956149,-2.134577]
[20.675338,-0.340147]
[13.358513,-0.812942]
[25.276901,1.721889]
[13.472420,-0.923100]
[6.862126,-1.899811]
[10.783762,2.689043]
[21.637662,-2.197675]
[28.021432,-0.059284]
[27.135172,-0.873427]
[14.601289,1.583738]
[34.764428,1.613258]
[60.671384,-2.114767]
[41.759394,0.767515]
[36.066436,-0.162012]
[45.268915,3.026289]
[50.462712,-0.517715]
[40.831743,0.711208]
[27.621194,1.524773]
[61.184824,1.877899]
[37.955814,-2.722563]
[33.103541,-1.019714]
[41.756999,1.557624]
[32.985604,-1.471893]
[46.567400,1.066047]
[36.198704,2.112100]
[21.034881,-2.189676]
[26.649896,-0.566056]
[18.284450,1.406375]
[10.683424,-0.996784]
[21.855780,0.305269]
[20.279286,0.094201]
[20.155910,-2.599166]
[13.262632,1.967899]
[18.383847,-0.426412]
[19.369541,-0.554160]
[24.250312,-2.190932]
[9.554938,-1.207047]
[15.422850,-0.128313]
[2.310555,1.609769]
[16.339756,-2.207112]
[15.907460,-2.717880]
[5.270266,-1.374733]
[13.154906,2.954862]
[12.727012,-2.146627]
[4.021582,-0.019941]
[17.033623,1.463415]
[21.883703,-2.958733]
[6.108531,-1.842839]
[7.548872,1.258602]
[11.568238,1.590498]
[9.647502,2.537706]
[10.175922,-0.832059]
[8.591576,0.555877]
[10.535817,2.677975]
[9.259872,-1.483750]
[4.292514,0.398639]
[7.970229,1.303126]
[13.841077,-2.937704]
[2.277224,-2.522667]
[9.525317,-0.005738]
[8.597098,2.308987]
[9.312410,3.052350]
[3.763764,0.534509]
[8.165612,0.873786]
[8.870971,2.808011]
[1.493323,2.435247]
[5.892855,0.321086]
[8.275684,1.361167]
[0.981439,2.144497]
[9.222725,-0.783626]
[4.210345,0.157182]
[8.139351,1.982947]
[4.280169,-1.804757]
[7.362885,-1.135532]
[7.947822,1.691910]
[2.666213,-1.552175]
[3.609038,-1.485373]
[2.279805,0.984918]
[3.522211,-2.987881]
[6.651124,-2.580786]
[1.173828,1.577364]
[5.641126,0.908059]
[1.302403,2.948972]
[2.432062,-2.149584]
[3.713635,0.371956]
[3.605891,3.072207]
[1.659546,1.685633]
[4.662688,-0.711181]
[3.657781,-2.867461]
[5.435752,2.102031]
[1.226224,-0.011340]
[3.917723,-1.122843]
[0.571320,-0.935065]
[2.763398,2.209604]
[2.531803,-1.987839]
[1.848043,2.967430]
[4.854590,1.518963]
[1.007193,-1.787106]
[1.007369,-0.620958]
[4.068227,0.372524]
[3.397179,2.893331]
[0.463709,-1.489068]
[1.724268,-1.021941]
[3.185270,0.910920]
[3.151007,-2.913014]
[2.202442,1.014140]
[3.156118,0.964145]
[1.510169,-1.192909]
[3.850687,-1.556067]
[2.952739,2.690418]
[4.282133,1.345201]
[2.590600,-1.323304]
[2.140620,1.133610]
[1.717708,-2.826682]
[3.214584,2.259729]
[4.863840,-0.009170]
[0.853292,-1.843527]
[3.072497,2.873864]
[1.414682,-2.059529]
[3.112995,0.894072]
[1.061408,1.543356]
[0.977622,-2.146449]
[2.741604,-0.063881]
[2.121098,-2.792121]
[0.380559,1.742187]
[1.665948,-0.768299]
[1.347781,2.662072]
[3.580585,1.126596]
[2.186590,-1.253142]
[3.774497,-2.909335]
[1.984481,1.467688]
[4.969355,0.527162]
[4.069796,-2.026707]
[2.334382,2.825764]
[2.408976,-0.137308]
[1.732202,2.947892]
[0.984183,2.781075]
[3.003868,-0.395399]
[1.215788,2.261897]
[1.560036,1.722239]
[2.420764,-1.631386]
[1.623590,-1.772352]
[2.634567,1.463606]
[1.499540,1.281738]
[1.162216,-1.160275]
[0.455461,-0.597227]
[1.372165,-2.901901]
[1.693397,-1.082445]
[2.147284,-1.907391]
[2.486885,-1.379386]
[2.108302,3.080614]
[1.246017,-0.280009]
[3.179647,-1.470142]
[1.863117,-1.329889]
[2.737394,-2.063055]
[1.758876,-2.506908]
[2.256218,-0.327800]
[2.110642,-1.893281]
[1.588107,-2.387846]
[3.339775,-1.434208]
[0.666934,-1.091462]
[2.034954,-1.803909]
[3.352443,-2.725562]
[1.184088,-0.107190]
[1.502399,-1.293199]
[1.821408,-2.496750]
[3.300902,-2.315878]
[1.531995,0.291492]
[0.974976,2.307189]
[2.182985,-2.491522]
[4.383476,-1.579460]
[1.728676,-1.743222]
[3.090981,1.593628]
[2.497616,-1.958704]
[3.058522,-1.438807]
[0.889180,-2.022941]
[1.335544,3.122186]
[6.164631,-1.395044]
[1.550605,-3.004511]
[2.822022,2.042247]
[2.220363,-1.529749]
[3.548382,-1.699527]
[0.906076,2.515020]
[2.347644,-2.154922]
[0.981153,2.616129]
[1.190462,-1.866844]
[5.340068,-2.039494]
[3.579042,2.869650]
[3.320265,0.394516]
[3.241795,-1.554616]
[1.655502,-2.237101]
[1.316363,-1.186944]
[5.972571,-2.355566]
[3.717378,3.058264]
[5.417337,0.186164]
[1.484305,-1.399162]
[5.115687,-2.669014]
[3.895187,-1.956979]
[0.682829,-0.294898]
[1.709334,-2.072105]
[3.859996,-2.514200]
[1.900144,-1.874053]
[2.202330,-2.599945]
[4.580619,-2.593580]
[1.096806,-0.695921]
[4.715868,-1.416173]
[5.705157,2.614394]
[1.384610,-2.848878]
[1.608810,-1.496358]
[6.711071,-1.519993]
[5.934494,2.958064]
[5.150235,2.303364]
[3.275193,-0.495446]
[5.136039,-1.620156]
[1.099150,-2.771449]
[3.419993,-2.626410]
[1.913830,-2.584236]
[1.662403,1.906848]
[2.461059,-1.561515]
[8.035128,-2.244852]
[2.943026,-2.007340]
[0.943152,0.204818]
[3.208078,1.317674]
[3.860969,-2.248385]
[3.931407,-1.837221]
[6.789205,-3.006235]
[0.512617,-2.400410]
[9.240254,-2.497739]
[3.612072,2.342576]
[5.666942,0.493535]
[6.279136,-2.138993]
[4.070448,-1.659129]
[3.583287,-1.878755]
[7.791728,2.161446]
[9.562532,2.694522]
[12.218395,-1.418381]
[7.871745,-2.666826]
[0.990019,2.784559]
[10.657665,-1.671256]
[6.058997,0.231899]
[11.952111,2.112599]
[12.561167,-2.720528]
[11.996416,-2.519405]
[3.914622,-1.643991]
[20.616606,-2.910587]
[17.541460,2.281607]
[16.291985,-0.275162]
[11.416858,-0.489582]
[1.795719,-1.911447]
[16.310893,2.718835]
[14.850680,1.762607]
[15.914861,2.472163]
[17.866129,-1.681804]
[20.736624,-1.371416]
[27.843603,0.365358]
[6.871279,-0.380465]
[22.754608,-2.900034]
[16.469266,-1.348734]
[8.078410,-0.572390]
[31.503915,2.088826]
[31.673188,-3.129245]
[37.144801,-1.747880]
[22.377134,-1.286694]
[13.880649,0.359906]
[26.389800,1.318005]
[50.576827,1.898576]
[61.137529,2.825289]
[53.583615,-2.689167]
[65.403104,-2.405031]
[17.727816,-0.460025]
[59.661497,-0.362550]
[56.585573,3.099177]
[54.540870,-0.746721]
[31.557841,0.758706]
[61.083388,1.699418]
[20.006421,-2.495436]
[49.493531,-1.740830]
[27.808706,0.956832]
[29.976113,-0.893818]
[47.582864,0.770941]
[41.814802,2.454672]
[25.043023,-0.908702]
[22.199598,1.788500]
[9.253290,-2.781813]
[38.215832,-0.498963]
[19.522521,0.783476]
[34.156575,1.530033]
[18.729327,0.308198]
[29.135331,-0.990914]
[23.850962,0.919496]
[20.876926,1.836607]
[37.946309,-0.714643]
[29.760827,-0.292920]
[6.622719,-0.031549]
[8.890176,-1.842838]
[23.830407,-0.055662]
[16.816210,-0.546650]
[22.785970,-2.594241]
[23.930144,-1.834707]
[18.155137,-0.081679]
[7.100663,2.031039]
[17.783672,-2.438987]
[6.588893,-0.797157]
[12.787633,1.800696]
[9.517811,-2.074436]
[9.944644,-2.491690]
[18.845409,0.059173]
[20.973060,1.795334]
[9.200068,-2.418413]
[21.207337,-1.088715]
[13.804711,0.529378]
[6.884502,2.961350]
[10.291012,-1.980977]
[9.111216,-0.225670]
[7.352397,1.947614]
[6.601810,-2.449480]
[12.742638,-1.745981]
[9.191614,0.562437]
[12.266045,1.879676]
[13.061161,-2.601576]
[5.934639,-0.429303]
[10.408972,0.786614]
[5.264820,1.738399]
[4.085928,-2.036950]
[8.743257,0.415845]
[11.804024,0.950992]
[6.954858,-1.498000]
[11.954838,-1.185883]
[5.962564,0.746131]
[8.234428,1.362874]
[11.088661,-1.591345]
[3.575395,-0.953893]
[5.377164,-0.080854]
[6.265015,3.124148]
[7.313770,-0.819818]
[5.273736,-1.338681]
[5.396341,3.064686]
[5.021961,-2.970852]
[8.663162,0.216604]
[5.703595,0.334405]
[5.373979,-2.774135]
[4.761272,-0.646087]
[0.185077,-2.609705]
[1.756678,0.684506]
[5.408993,-1.451447]
[3.353449,-1.495656]
[2.410576,1.571749]
[2.966690,-0.823304]
[6.117052,-1.152881]
[2.224756,-1.509323]
[1.381961,3.055919]
[2.971776,-1.494982]
[2.518854,-2.893691]
[0.901606,1.038463]
[2.189829,-0.820105]
[1.353654,0.458564]
[3.794905,-0.372101]
[2.091888,-2.755925]
[1.146413,-0.434158]
[4.113935,-2.218611]
[4.420098,0.320298]
[0.787845,-2.532060]
[1.684653,-0.880528]
[2.870903,-0.575337]
[2.472313,-0.465191]
[3.603940,-1.594469]
[3.870002,-1.682291]
[3.155197,1.412070]
[0.552054,1.205611]
[3.065446,-1.597875]
[4.578514,-1.167580]
[1.648637,2.335936]
[1.321924,3.030740]
[5.021818,-0.751368]
[2.276961,-0.435869]
[5.243852,-2.572199]
[2.106614,2.680648]
[5.897676,0.160482]
[1.832768,-1.907204]
[2.401674,-1.079043]
[3.067950,-1.990764]
[1.228341,1.896209]
[1.892752,-0.517760]
[2.253200,-2.336444]
[0.839562,-2.064582]
[2.136434,-0.526104]
[1.854646,-2.066106]
[3.176216,-1.860423]
[2.214632,-0.022208]
[4.194264,-1.333916]
[3.048107,2.905340]
[1.797304,-1.708597]
[1.835288,-1.074796]
[1.527374,-0.403729]
[2.869014,-1.873810]
[0.851746,-2.479982]
[1.673228,-0.794660]
[1.819618,-1.508767]
[2.505992,-1.992969]
[1.048708,2.875604]
[2.734784,-0.154161]
[2.909535,-1.579221]
[3.645238,-1.154779]
[1.170710,-1.796642]
[2.079971,-1.108633]
[0.997549,-2.156285]
[2.230403,-1.296817]
[2.104666,-1.260754]
[1.401084,0.406744]
[3.379662,-1.332417]
[3.207725,-1.406055]
[2.623053,-1.341029]
[1.458522,-1.533522]
[2.610363,-1.300111]
[2.290191,-1.612271]
[2.333524,-0.075238]
[3.733765,-1.126075]
[4.535802,-1.724064]
[2.694649,-1.647757]
[0.944207,2.150697]
[1.963856,-0.078226]
[5.429532,-1.638863]
[0.811591,-2.795537]
[2.058126,-1.562896]
[1.315747,-1.808679]
[3.448469,-1.448972]
[1.214504,-1.842902]
[2.475367,-2.262242]
[2.443125,-1.808363]
[5.103541,-0.735809]
[1.815254,-1.726191]
[3.729491,-2.853436]
[2.008867,-1.278188]
[1.896215,-0.633717]
[4.936346,-1.335732]
[3.930039,-2.208007]
[1.473938,2.274642]
[2.560807,-0.515735]
[5.625347,-1.824612]
[1.212749,-1.632220]
[2.294582,-1.811329]
[1.982288,-1.713233]
[4.308716,-1.226770]
[2.179585,-1.768736]
[6.142646,-2.555863]
[2.062665,-0.492615]
[3.795881,-0.552705]
[2.962720,-2.333482]
[5.323686,-2.269930]
[0.980471,-2.428752]
[2.019361,-0.905406]
[5.100848,-2.059824]
[1.551360,-1.491527]
[1.686529,2.622239]
[0.892117,1.057400]
[7.617272,-1.609512]
[5.769501,-1.855513]
[4.314454,2.617719]
[1.942950,0.393733]
[5.599332,-1.491816]
[5.216981,-2.334433]
[0.731704,1.294838]
[5.835924,-1.138362]
[4.183287,-3.011163]
[2.585105,-2.238174]
[2.571741,-2.515873]
[6.612118,-1.696042]
[4.482377,-2.693273]
[2.854033,-1.830717]
[1.772236,-0.615834]
[2.290955,-2.900545]
[6.078133,-2.145416]
[7.384553,-1.875128]
[2.932153,1.010061]
[3.261090,-1.653334]
[6.081019,-2.655588]
[5.148850,-1.088886]
[0.869871,-1.881067]
[6.010237,-2.312513]
[3.310251,-1.139412]
[3.781641,-1.935758]
[7.001516,3.131257]
[4.876517,-2.118173]
[12.780694,-1.573152]
[2.441114,0.364397]
[4.463117,-2.853235]
[10.196900,-2.884550]
[4.215467,2.004615]
[2.331338,0.458965]
[15.227602,-1.917349]
[10.133957,-2.448717]
[5.155082,1.659966]
[4.533598,2.336397]
[8.861697,-1.382839]
[12.222692,-1.228562]
[11.651812,2.707582]
[8.048818,2.862594]
[8.364691,-0.867642]
[16.037347,-2.021962]
[17.122075,-2.501597]
[15.556908,-1.325290]
[2.058330,-0.271741]
[8.208328,1.801213]
[21.531784,3.055495]
[8.379334,-3.092877]
[13.462147,-0.912048]
[22.119821,-2.303915]
[22.254351,-2.824950]
[22.085474,1.858926]
[4.015675,-1.750054]
[3.622564,0.381038]
[2.434883,-0.475880]
[2.201114,1.425874]
[10.293190,2.342250]
[24.982633,-2.694172]
